f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,label,frame,video_id
0.335099995136261,0.4731000065803528,-0.004102681297808886,-0.005217342171818018,0.006637217476963997,-0.0030051274225115776,0.16707968711853027,0.36404648423194885,0.36404648423194885,0.0,999.0,0.36404648423194885,0.0,0.0,0.0,0.0,0.0,0.0,0.164900004863739,0.026900000870227814,0.0,0.0,0.3680683374404907,0.5175706148147583,9.129785757977515e-05,0.0002840875822585076,0.011605138890445232,-0.00016139322542585433,0.14716953039169312,0.21526408195495605,609.274658203125,0.0,999.0,609.274658203125,0.0,0.0,0.0,0.0,0.0,0.0,0.13971224427223206,0.03884877637028694,0.0,0.0,0.051743920892477036,0.04385407269001007,0.015538806095719337,0.012025218456983566,0.015857810154557228,0.020002175122499466,0.025621116161346436,0.09652124345302582,487.15679931640625,0.0,0.0,487.15679931640625,0.0,0.0,0.0,0.0,0.0,0.0,0.023746805265545845,0.026882756501436234,0.0,0.0,-0.006700009107589722,-0.0006999969482421875,-0.0024160947650671005,-0.0019297143444418907,-0.0028202137909829617,0.0010627899318933487,0.00596243143081665,0.00596243143081665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006700001657009125,-0.000700000673532486,0.0,0.0,cross,2489.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.18719999492168427,0.26829999685287476,-0.17714618146419525,-0.014850061386823654,0.1777675300836563,0.15030533075332642,0.3476574420928955,0.3892669081687927,0.3476574420928955,1.0,0.3476574420928955,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31279999017715454,0.23170000314712524,0.0,0.0,0.37432190775871277,0.4554293155670166,-0.0016779662109911442,-0.0026707265060395002,0.08598276227712631,3.421724613872357e-05,0.40842902660369873,0.39755022525787354,536.2249755859375,0.46341463923454285,536.2249755859375,999.0,1.8309727907180786,0.024390242993831635,0.03623821586370468,0.0,0.02139268070459366,0.0,0.32242441177368164,0.204180508852005,0.2195121943950653,0.0,0.3231007754802704,0.22871427237987518,0.08272763341665268,0.061668459326028824,0.05712944641709328,0.060362253338098526,0.16648894548416138,0.1282171756029129,497.9714050292969,0.4986597001552582,497.9714050292969,0.0,7.74741792678833,0.15425744652748108,0.06860660761594772,0.0,0.045467641204595566,0.0,0.12740324437618256,0.11228138953447342,0.4139162600040436,0.0,0.24490001797676086,-0.16670000553131104,0.10447186976671219,-0.006371065974235535,-0.031879425048828125,-0.08595645427703857,-0.2732080817222595,-0.288554310798645,-0.37619930505752563,0.0,-0.37619930505752563,0.0,46.64755630493164,1.0,0.17420023679733276,0.0,0.042965296655893326,0.0,-0.24490000307559967,-0.16670000553131104,1.0,0.0,long_ball,1427.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.2635999917984009,0.5386000275611877,-0.06458858400583267,-0.006988877896219492,0.06496560573577881,0.05822741985321045,0.05831243470311165,0.20647859573364258,0.05831243470311165,1.0,0.05831243470311165,0.1887194961309433,17.14900016784668,0.0,0.0,0.1958538293838501,0.0,0.16662652790546417,0.23639999330043793,0.038600001484155655,1.0,1.0,0.48169517517089844,0.591326892375946,-0.004800989292562008,-7.321760494960472e-05,0.053309183567762375,-0.0011241895845159888,0.23898424208164215,0.2648342549800873,0.09210021048784256,0.46341463923454285,0.1741538941860199,0.15123680233955383,13.397235870361328,0.0731707289814949,0.07903945446014404,0.18389275670051575,0.03234849125146866,0.1640513837337494,0.1911829262971878,0.1149560883641243,1.3414634466171265,2.2926828861236572,0.22859418392181396,0.09304481744766235,0.06058023124933243,0.02622951939702034,0.03923185169696808,0.04385256767272949,0.20926937460899353,0.10516964644193649,0.05066988989710808,0.4986597001552582,0.12183453142642975,0.08270623534917831,14.746829986572266,0.2604164779186249,0.10254695266485214,0.09339337050914764,0.06992005556821823,0.07250726222991943,0.1266469955444336,0.06150628998875618,0.900128960609436,1.7142714262008667,-0.2948000431060791,0.03600001335144043,-0.018235359340906143,0.015205281786620617,-0.016554832458496094,0.03148942068219185,-0.31928640604019165,-0.2524881064891815,0.13994251191616058,0.0,0.045540109276771545,0.13994251191616058,-47.1677131652832,-1.0,-0.2597526013851166,-0.18450796604156494,-0.10651586204767227,-0.17917406558990479,-0.2947999835014343,0.035999998450279236,-2.0,-1.0,goal,2843.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.7328000068664551,0.6802999973297119,0.10375088453292847,0.09174343943595886,0.13849586248397827,0.052019789814949036,0.24906514585018158,0.33922311663627625,0.24906514585018158,1.0,0.24906514585018158,0.33922311663627625,0.0,0.0,0.0,0.0,0.0,0.0,0.23280000686645508,0.18029999732971191,1.0,1.0,0.4709097146987915,0.4581732451915741,0.0029289948288351297,-0.004172196611762047,0.08132579177618027,0.0013818657025694847,0.36950045824050903,0.32508304715156555,243.9037322998047,0.19512194395065308,560.606689453125,341.3305358886719,3.1923229694366455,0.0,0.029735364019870758,0.014414633624255657,0.0028439024463295937,0.0038780486211180687,0.21981218457221985,0.14437805116176605,0.31707316637039185,0.5365853905677795,0.2563100755214691,0.17644202709197998,0.07624104619026184,0.05709238350391388,0.04984316602349281,0.05852068215608597,0.16338670253753662,0.13198591768741608,428.8658752441406,0.39629456400871277,495.5546875,473.57611083984375,8.267570495605469,0.0,0.0904594287276268,0.04389890655875206,0.00883517973124981,0.012205490842461586,0.13499514758586884,0.10970983654260635,0.46533623337745667,0.6284926533699036,0.32919999957084656,0.14719998836517334,0.060618091374635696,0.11836670339107513,-0.0030602440237998962,-0.10779392719268799,0.36260324716567993,-0.04591819643974304,0.3260555863380432,1.0,-998.428466796875,998.7545166015625,0.0,0.0,0.0,0.0,0.0,0.0,-0.08799999952316284,0.14719998836517334,1.0,0.0,cross,2590.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.6280999779701233,0.6534000039100647,0.025860588997602463,0.04902980476617813,0.05543186888098717,-0.08483400195837021,0.45436039566993713,0.1998528689146042,0.34286320209503174,1.0,0.34286320209503174,999.0,0.0,0.0,0.12600000202655792,0.0,0.06700000166893005,0.0,0.12809999287128448,0.1534000039100647,2.0,0.0,0.4875513017177582,0.42212194204330444,-0.008176217786967754,7.69134348956868e-05,0.0866641104221344,0.0014110736083239317,0.479427695274353,0.3282700777053833,0.45795905590057373,0.6829268336296082,122.26021575927734,658.0142211914062,1.0455236434936523,0.0,0.1185048297047615,0.006854877807199955,0.028236880898475647,0.0014560974668711424,0.1715463250875473,0.22178536653518677,0.9512194991111755,0.3414634168148041,0.2060583084821701,0.2222263514995575,0.06872648745775223,0.06900069117546082,0.04517315700650215,0.05934012308716774,0.18023888766765594,0.10745834559202194,0.1783977448940277,0.46533623337745667,326.74169921875,473.53729248046875,4.62061071395874,0.0,0.17218180000782013,0.030270403251051903,0.04322010278701782,0.006452684756368399,0.1148340106010437,0.07912516593933105,0.5823090076446533,0.5678265690803528,-0.4470999836921692,-0.41519999504089355,-0.05964688956737518,-0.15458808839321136,0.0664345994591713,0.09513601660728455,0.18407830595970154,0.05372089147567749,0.22785839438438416,1.0,-998.469482421875,998.6973266601562,0.0,0.0,0.4117000102996826,0.0,0.11595000326633453,0.0,0.08509999513626099,0.05900000035762787,1.0,-1.0,cutback,2615.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.42669999599456787,0.45190000534057617,-0.024830522015690804,-0.023862380534410477,0.034437887370586395,-0.0752188041806221,0.4428812265396118,0.08767268806695938,0.37010541558265686,1.0,0.37010541558265686,999.0,0.0,0.0,0.09650000184774399,0.0,0.08124999701976776,0.0,0.07329999655485153,0.04809999838471413,0.0,0.0,0.6377780437469482,0.5122196674346924,0.0019349203212186694,-0.006263637915253639,0.05606649070978165,-0.0006562220514751971,0.2498706728219986,0.269142746925354,463.0682678222656,0.46341463923454285,536.143798828125,804.12939453125,3.996453285217285,0.04878048598766327,0.0023878049105405807,0.0,0.002362194936722517,0.0,0.22006583213806152,0.12255609035491943,0.12195122241973877,0.0,0.20350012183189392,0.13562387228012085,0.059320464730262756,0.03045753762125969,0.03668930381536484,0.04404950141906738,0.13847507536411285,0.10558465868234634,498.0523376464844,0.4986597001552582,498.0589294433594,395.7840576171875,12.37325668334961,0.2154088020324707,0.014882009476423264,0.0,0.01270312536507845,0.0,0.10938970744609833,0.05935615301132202,0.32722941040992737,0.0,-0.2086000144481659,-0.2737000286579132,-0.10905912518501282,0.002326343208551407,0.039293352514505386,0.12249156832695007,0.0004241839051246643,-0.10973361879587173,998.8883666992188,-1.0,998.8883666992188,0.0,0.0,0.0,-0.00139999995008111,0.0,-0.015599999576807022,0.0,-0.12359999120235443,-0.046900004148483276,0.0,0.0,corner_taken,301.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.47440001368522644,0.29649999737739563,-0.02685679867863655,-0.03777678310871124,0.046350542455911636,-0.021237613633275032,0.4857165217399597,0.20510390400886536,0.3920798599720001,1.0,0.3920798599720001,999.0,0.0,0.0,0.27008986473083496,0.0,0.13134430348873138,0.0,0.025599999353289604,0.20350000262260437,2.0,0.0,0.5247438549995422,0.44769999384880066,0.0020712343975901604,0.0038894866593182087,0.07517216354608536,-0.00019258887914475054,0.4288688898086548,0.31566083431243896,0.2988405227661133,0.8780487775802612,0.3177489936351776,560.5925903320312,4.2260284423828125,0.04878048598766327,0.2469359189271927,0.012048780918121338,0.11611264199018478,0.008354878053069115,0.16540244221687317,0.1481097787618637,1.8292683362960815,0.024390242993831635,0.22235321998596191,0.16583354771137238,0.07230472564697266,0.0557025782763958,0.05195494368672371,0.05982493609189987,0.1324077844619751,0.18792808055877686,0.15976527333259583,0.32722944021224976,0.15080410242080688,495.570556640625,11.667085647583008,0.2154088020324707,0.08849082142114639,0.02943149022758007,0.04524964839220047,0.02035626769065857,0.15064941346645355,0.09110191464424133,1.2668848037719727,0.15425743162631989,0.23900002241134644,-0.05720001459121704,0.06522344052791595,-0.07098784297704697,0.015336483716964722,-0.019473325461149216,0.04275912046432495,0.02115452289581299,-0.3499704599380493,-1.0,-0.1448604166507721,-998.98291015625,58.56471252441406,1.0,0.2854568064212799,0.0674000009894371,0.16314350068569183,0.0649000033736229,0.23900000751018524,0.05719999969005585,4.0,0.0,corner_taken,358.0,d536b470-cdc5-4324-88b8-15f3ed08d51d
0.2937999963760376,0.4781000018119812,0.0022051031701266766,0.037111639976501465,0.03717709705233574,0.018435418605804443,0.20735971629619598,0.20735971629619598,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2062000036239624,0.021900000050663948,0.0,0.0,0.3892439305782318,0.436465859413147,0.00027092418167740107,0.002048657275736332,0.06369312852621078,0.0007764502661302686,0.25924140214920044,0.25924140214920044,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2195121943950653,0.12244145572185516,0.0,0.0,0.208440363407135,0.131814643740654,0.06589137017726898,0.04485072195529938,0.047965772449970245,0.052312079817056656,0.09959852695465088,0.09959852695465088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08676804602146149,0.08012349903583527,0.0,0.0,-0.11289998888969421,-0.18040001392364502,-0.03524572402238846,-0.09213848412036896,-0.021466698497533798,-0.0526186004281044,0.19274947047233582,0.19274947047233582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11290000379085541,0.18039999902248383,0.0,0.0,cross,505.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.9970999956130981,0.28200000524520874,0.08494674414396286,0.0379517562687397,0.09303915500640869,0.08638998866081238,0.5428005456924438,0.5428005456924438,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49709999561309814,0.21799999475479126,0.0,0.0,0.6402634978294373,0.2379390001296997,-0.00934789888560772,0.00010934199235634878,0.05711596831679344,0.0007216933881863952,0.44069987535476685,0.41033610701560974,755.5132446289062,0.17073170840740204,828.5514526367188,925.9617919921875,0.0,0.0,0.008831707760691643,0.0,0.004090243950486183,0.0,0.19568292796611786,0.29903659224510193,0.0731707289814949,0.0,0.19486212730407715,0.1810915619134903,0.0532582588493824,0.05794593691825867,0.05494847893714905,0.068560890853405,0.17516779899597168,0.16215236485004425,428.7027587890625,0.37627431750297546,375.650390625,259.9448547363281,0.0,0.0,0.055856622755527496,0.0,0.025868970900774002,0.0,0.13911601901054382,0.10975988209247589,0.26041653752326965,0.0,-0.4270000159740448,0.05790001153945923,-0.051394037902355194,0.04526543244719505,0.06819640845060349,0.18568970263004303,0.3470210134983063,0.3768232762813568,-998.895263671875,1.0,-998.895263671875,0.0,0.0,0.0,0.3621000051498413,0.0,0.16769999265670776,0.0,0.4270000159740448,-0.05790000036358833,1.0,0.0,shot_foot,2676.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.20800000429153442,0.6014000177383423,-0.0032545290887355804,0.013424445874989033,0.013813316822052002,-0.007884252816438675,0.7219611406326294,0.3091050982475281,0.6571213603019714,1.0,0.6571213603019714,999.0,0.0,0.0,0.06620000302791595,0.0,0.003449999960139394,0.0,0.2919999957084656,0.10140000283718109,0.0,0.0,0.4293561279773712,0.5363902449607849,0.0013162291143089533,0.0029881009832024574,0.059702105820178986,-0.0019903425127267838,0.35919734835624695,0.296280175447464,49.05010223388672,0.9512194991111755,49.05010223388672,974.6458740234375,1.313263177871704,0.0,0.03813654184341431,0.0,0.020888516679406166,0.0,0.2080828696489334,0.14934632182121277,0.3658536672592163,0.0,0.23565126955509186,0.18676547706127167,0.0657430961728096,0.04695546627044678,0.054527878761291504,0.03605470433831215,0.25080224871635437,0.12022073566913605,215.12139892578125,0.2154088020324707,215.12139892578125,154.02923583984375,4.688572406768799,0.0,0.06882978230714798,0.0,0.05047543719410896,0.0,0.1312386393547058,0.11790358275175095,0.4816688001155853,0.0,0.06959998607635498,0.24359998106956482,0.010565029457211494,0.037620991468429565,-0.014452612027525902,0.06715745478868484,0.01945348083972931,-0.2667076885700226,0.17651531100273132,0.0,0.17651531100273132,998.5205688476562,-19.6997013092041,0.0,-0.09372903406620026,0.0,-0.1652970165014267,0.0,0.06960000097751617,0.13179999589920044,1.0,0.0,goal,1870.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.8493000268936157,0.5188999772071838,0.15800152719020844,0.07724640518426895,0.1758735030889511,0.15164779126644135,0.34981095790863037,0.34981095790863037,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34929999709129333,0.01889999955892563,0.0,0.0,0.2831927239894867,0.3579024374485016,0.0008567892364226282,0.005167966242879629,0.038198504596948624,-0.0012115363497287035,0.3283568024635315,0.3216390013694763,974.6480712890625,0.024390242993831635,974.6480712890625,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2579389810562134,0.14397560060024261,0.0,0.0,0.16338792443275452,0.14704035222530365,0.047975584864616394,0.026660479605197906,0.03975869342684746,0.04785752668976784,0.11618994176387787,0.10982689261436462,154.01528930664062,0.15425743162631989,154.01528930664062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0846669003367424,0.14520196616649628,0.0,0.0,0.07160000503063202,0.31769996881484985,0.010866754688322544,0.031785279512405396,-0.033258602023124695,0.016095871105790138,-0.2018488347530365,-0.2018488347530365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07159999012947083,-0.31769999861717224,0.0,0.0,through_ball,2871.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.8859000205993652,0.9172999858856201,0.1488647609949112,0.10811465233564377,0.18398232758045197,0.10829105973243713,0.5683820247650146,0.5683820247650146,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38589999079704285,0.4172999858856201,0.0,0.0,0.48516348004341125,0.5206707715988159,-0.0034971183631569147,-0.002933219540864229,0.11715173721313477,-0.0020743415225297213,0.38975730538368225,0.5181937217712402,512.0198364257812,0.0731707289814949,925.944091796875,585.0758056640625,2.5021169185638428,0.0,0.0,0.0,0.0,0.0,0.27208539843559265,0.2259243279695511,0.0,0.024390242993831635,0.2927766442298889,0.2763814330101013,0.09816360473632812,0.08518501371145248,0.056470226496458054,0.08087503910064697,0.18275976181030273,0.3124658763408661,499.0061950683594,0.26041650772094727,260.0079650878906,491.8152770996094,6.957659721374512,0.0,0.0,0.0,0.0,0.0,0.10912313312292099,0.1605370044708252,0.0,0.15425735712051392,-0.6916999816894531,-0.6043000221252441,-0.16929468512535095,-0.14764843881130219,-0.18934360146522522,-0.11264527589082718,-0.29728662967681885,0.24381855130195618,998.9302978515625,0.0,0.0,998.9302978515625,-14.34607982635498,0.0,0.0,0.0,0.0,0.0,-0.289900004863739,-0.12289997935295105,0.0,-1.0,save,846.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.6904000043869019,0.650600016117096,0.016409004107117653,0.003857218660414219,0.01685626059770584,-0.005759149324148893,0.078524649143219,0.24276021122932434,0.078524649143219,1.0,0.078524649143219,999.0,12.734855651855469,0.0,0.0,0.0,0.0,0.0,0.19040000438690186,0.15060000121593475,0.0,0.0,0.5676047801971436,0.4508732557296753,-0.004708267282694578,0.0020440591033548117,0.06097517907619476,0.001281184726394713,0.3786417245864868,0.3806023895740509,536.2505493164062,0.39024388790130615,609.2647094726562,925.9859008789062,0.9844174385070801,0.0,0.02136581763625145,0.0,0.041780367493629456,0.0,0.15769267082214355,0.2693609595298767,0.3414634168148041,0.0731707289814949,0.16576826572418213,0.30173370242118835,0.04592446982860565,0.07128430902957916,0.05915135145187378,0.06475339829921722,0.18266600370407104,0.23908396065235138,497.94390869140625,0.4878048896789551,487.1690673828125,259.859130859375,3.529315233230591,0.0,0.049403633922338486,0.0,0.07892470806837082,0.0,0.08474995940923691,0.14457295835018158,0.9527813196182251,0.2604164779186249,-0.34299999475479126,-0.042399998754262924,-0.05672318488359451,-0.06163962185382843,0.06347717344760895,-0.057825952768325806,0.2148544192314148,-0.05525702238082886,-998.2806396484375,1.0,-998.2806396484375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2590000033378601,0.042399972677230835,0.0,0.0,short_pass,1384.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.26170000433921814,0.2502000033855438,-0.011312897317111492,-0.010164977051317692,0.015208826400339603,-0.005476091988384724,0.34523460268974304,0.34523460268974304,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23829999566078186,0.24979999661445618,0.0,0.0,0.37050727009773254,0.40786585211753845,-0.00046907979412935674,0.0005852073081769049,0.05353023484349251,0.0008054708014242351,0.28865742683410645,0.2563640773296356,828.4940795898438,0.17073170840740204,828.4940795898438,999.0,0.0,0.0,0.01468658447265625,0.0,0.00706341490149498,0.0,0.19526828825473785,0.14736342430114746,0.17073170840740204,0.0,0.1877376139163971,0.16114990413188934,0.06022907420992851,0.051636919379234314,0.05855758115649223,0.07463852316141129,0.14135050773620605,0.1440459042787552,375.7767028808594,0.37627437710762024,375.7767028808594,0.0,0.0,0.0,0.06485428661108017,0.0,0.03119157999753952,0.0,0.11783063411712646,0.11288055032491684,0.37627437710762024,0.0,-0.05950000882148743,-0.09759998321533203,-0.0129140205681324,-0.047057654708623886,0.019825497642159462,-0.028563082218170166,0.11045214533805847,0.11045214533805847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05949999392032623,0.09759999811649323,0.0,0.0,corner_taken,2527.0,923b7349-2a0f-408f-81f5-f6e68e575073
0.6193000078201294,0.5145999789237976,0.055396921932697296,-0.01424553245306015,0.05719924718141556,-0.02303384058177471,0.3713400959968567,0.12019005417823792,0.3713400959968567,1.0,0.3713400959968567,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1193000003695488,0.014600000344216824,1.0,0.0,0.619278073310852,0.41957318782806396,0.006619919557124376,0.0017798611661419272,0.08453675359487534,-9.633100853534415e-05,0.4662347137928009,0.3290838897228241,49.16770553588867,0.9512194991111755,49.16770553588867,999.0,1.5939048528671265,0.0,0.0307589340955019,0.0,0.0298891831189394,0.0,0.24819999933242798,0.18647074699401855,1.2195122241973877,0.0,0.256694495677948,0.23890027403831482,0.07353439182043076,0.06823966652154922,0.05444711074233055,0.06974741816520691,0.2803289592266083,0.18805566430091858,215.09483337402344,0.2154088020324707,215.09483337402344,0.0,4.952800273895264,0.0,0.03586667403578758,0.0,0.03545260801911354,0.0,0.13607379794120789,0.1696186661720276,0.7160935401916504,0.0,0.5450999736785889,0.1641000211238861,0.09941902756690979,0.03388023003935814,0.018278952687978745,0.05851807817816734,0.1281019151210785,0.06568458676338196,0.16151270270347595,0.0,0.16151270270347595,0.0,0.0,0.0,-0.06444999575614929,0.0,0.03264999762177467,0.0,0.101500004529953,-0.10350000113248825,1.0,0.0,ball_carry,957.0,c472ff68-ba03-4abd-9c4e-1a57bfd38bc8
0.6766999959945679,0.5206999778747559,0.016630474478006363,-0.008185934275388718,0.018535971641540527,-0.1857127696275711,0.17790834605693817,0.17790834605693817,999.0,0.0,999.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17669999599456787,0.02070000022649765,0.0,0.0,0.7209731936454773,0.4834974706172943,0.0036135537084192038,0.004265395924448967,0.08354496955871582,-0.00306019838899374,0.4361693561077118,0.36225053668022156,682.46728515625,0.2195121943950653,755.5302734375,901.5916748046875,0.0,0.0,0.0,0.0,0.0,0.0,0.28925615549087524,0.14194145798683167,0.24390244483947754,0.024390242993831635,0.248276948928833,0.1948525458574295,0.07620155811309814,0.06468707323074341,0.05515963211655617,0.0694490373134613,0.25314292311668396,0.19773098826408386,464.543212890625,0.4139161705970764,428.67279052734375,296.2562561035156,0.0,0.0,0.0,0.0,0.0,0.0,0.16371162235736847,0.13450825214385986,0.42943453788757324,0.15425744652748108,-0.02679997682571411,-0.10890001058578491,-0.04922496899962425,-0.08269037306308746,-0.09533173590898514,0.02499273419380188,0.3259050250053406,-0.05899211764335632,-998.1493530273438,1.0,-998.1493530273438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0268000066280365,-0.10889999568462372,1.0,0.0,corner_taken,1765.0,c472ff68-ba03-4abd-9c4e-1a57bfd38bc8
0.7505999803543091,0.029200000688433647,0.010377881117165089,-0.000521371141076088,0.01039096899330616,5.1804265240207314e-05,0.5333413481712341,0.711303174495697,0.711303174495697,0.0,999.0,0.711303174495697,0.0,0.0,0.0,0.0,0.0,0.0,0.25060001015663147,0.4708000123500824,0.0,0.0,0.6015852093696594,0.20819513499736786,-0.005132264923304319,0.012088998220860958,0.05629603937268257,0.0007004193612374365,0.4765545427799225,0.5933224558830261,73.6429214477539,0.24390244483947754,706.7579345703125,244.14431762695312,2.3107244968414307,0.024390242993831635,0.0,0.0,0.0,0.0,0.24445359408855438,0.3337706923484802,0.26829269528388977,0.19512194395065308,0.25316324830055237,0.23386946320533752,0.05816642567515373,0.0489732101559639,0.05277261137962341,0.058889906853437424,0.1459810882806778,0.18557751178741455,260.0029602050781,0.4294344484806061,454.3087158203125,428.7292175292969,11.4332275390625,0.1542574018239975,0.0,0.0,0.0,0.0,0.12105217576026917,0.168647900223732,0.44307076930999756,0.39629456400871277,-0.21790000796318054,0.42640000581741333,-0.0014903717674314976,-0.030793048441410065,0.028717417269945145,-0.004771842621266842,-0.024867713451385498,-0.3083711564540863,-0.024867713451385498,0.0,-0.024867713451385498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09510000050067902,-0.42640000581741333,0.0,0.0,long_ball,875.0,c472ff68-ba03-4abd-9c4e-1a57bfd38bc8
0.5020999908447266,0.2718999981880188,-0.005461765918880701,-0.0808606892824173,0.08104493468999863,0.0001769380469340831,0.228109672665596,0.4610891342163086,0.4610891342163086,0.0,999.0,0.4610891342163086,0.0,0.0,0.0,0.0,0.0,0.0,0.002099999925121665,0.2281000018119812,0.0,1.0,0.5610853433609009,0.454470694065094,-0.0072605302557349205,-0.0011257641017436981,0.0674266666173935,0.00024292318266816437,0.2791053056716919,0.3514757752418518,24.657238006591797,0.31707316637039185,536.1420288085938,24.677223205566406,1.676235318183899,0.0,0.12911102175712585,0.06823737919330597,0.02195105142891407,0.013605882413685322,0.15386097133159637,0.15970976650714874,1.097561001777649,1.3902438879013062,0.18640756607055664,0.1689711958169937,0.055347952991724014,0.052006110548973083,0.03571636974811554,0.04216558113694191,0.13933123648166656,0.15955808758735657,154.0572052001953,0.46533623337745667,498.0607604980469,154.05404663085938,6.905648231506348,0.0,0.14051979780197144,0.07975506037473679,0.02408197708427906,0.01499423198401928,0.12167991697788239,0.07153300195932388,1.3579914569854736,0.6199153661727905,0.20280003547668457,-0.35910001397132874,0.16985121369361877,-0.09227345138788223,-0.07686168700456619,-0.05430920422077179,0.007623150944709778,0.37272781133651733,0.4402626156806946,-1.0,998.8204956054688,0.4293432831764221,0.0,0.0,-0.24099476635456085,-0.22125111520290375,-0.05685502290725708,-0.03036983124911785,0.20280000567436218,-0.10369999706745148,-2.0,-1.0,cross,2127.0,c472ff68-ba03-4abd-9c4e-1a57bfd38bc8
0.3855000138282776,0.39739999175071716,-0.007688687648624182,-0.0035417790059000254,0.008465229533612728,-0.07806640863418579,0.4457809329032898,0.3935403525829315,0.4332672357559204,0.0,0.4457809329032898,0.4332672357559204,0.0,0.0,0.0,0.2799000144004822,0.0,0.08335000276565552,0.1145000010728836,0.10260000079870224,0.0,1.0,0.4896073341369629,0.37508532404899597,0.001969849457964301,-0.0022061439231038094,0.04914248734712601,0.0014428728027269244,0.3079468309879303,0.47341859340667725,0.41803237795829773,0.5121951103210449,365.7186279296875,0.4546487331390381,0.0,0.0,0.1261112093925476,0.15526323020458221,0.015109497122466564,0.043461255729198456,0.11890975385904312,0.13923661410808563,0.8048780560493469,1.073170781135559,0.14729927480220795,0.10806719213724136,0.048570666462183,0.032937824726104736,0.032214488834142685,0.04066600278019905,0.12841962277889252,0.11804521083831787,0.13635589182376862,0.49985116720199585,481.0117492675781,0.12469013035297394,0.0,0.0,0.13733430206775665,0.13432630896568298,0.017657337710261345,0.0386221669614315,0.08755315840244293,0.08885582536458969,1.0173976421356201,0.5127754807472229,0.2602999806404114,-0.13519999384880066,0.07979361712932587,-0.03344785422086716,0.07525736093521118,0.11648901551961899,0.35649335384368896,0.2016374170780182,0.03360795974731445,1.0,-998.501953125,0.15416964888572693,0.0,0.0,0.30329999327659607,0.15530000627040863,0.03265000134706497,0.022600000724196434,0.15330000221729279,0.13519999384880066,1.0,1.0,save,2159.0,c472ff68-ba03-4abd-9c4e-1a57bfd38bc8
