player_id,touches
86741,2
86797,1
86814,3
86923,4
86995,1
86996,1
87009,10
87013,1
87111,3
87140,1
87180,4
87185,2
87330,1
87349,1
87353,1
87369,4
87405,1
87423,1
87808,5
87814,3
87857,12
87884,1
87907,2
87970,1
88007,3
88020,2
88039,7
88041,2
88063,1
88136,1
88199,1
88203,1
88269,1
88331,3
88332,1
88357,3
88358,2
88371,1
88399,7
88432,2
88440,5
88452,3
88466,1
88504,7
88523,3
88552,1
88615,1
88621,1
88658,21
88676,4
88681,1
88682,1
88751,5
88760,2
88913,5
88928,1
88929,1
88985,1
89190,12
89404,5
89415,1
89429,1
89569,1
89586,4
89598,2
89601,5
89621,1
89625,1
89633,2
89635,6
89727,1
89813,1
89839,1
89844,1
89849,1
89850,1
89867,2
89872,1
89883,6
89885,1
89944,1
90009,1
90038,2
90110,3
90114,1
90136,1
90392,1
90452,1
90490,1
90527,1
90604,13
90624,8
90626,1
90666,1
90751,2
90756,14
90759,17
91060,5
91161,1
91172,3
91188,3
91192,1
91319,1
91399,11
91483,3
91551,6
91635,3
91651,1
91687,1
91745,2
91753,1
91785,7
91796,3
91819,4
91872,1
91879,2
92331,1
92332,1
92387,1
92397,1
92418,1
92423,1
92427,6
92432,2
92436,19
92444,4
92448,1
92468,2
92469,7
92470,2
92568,5
92607,20
92658,7
92677,3
92686,1
92687,1
92705,1
92739,3
92927,1
92994,3
92998,2
92999,6
93081,2
93384,2
93414,1
93560,3
93592,8
93749,7
93751,3
93752,1
93763,1
93772,2
93773,14
93915,6
93916,3
93930,10
94035,1
94052,5
94056,2
94075,1
94083,3
94267,7
94378,4
94456,16
94502,1
94509,1
94516,4
94550,1
94693,3
94694,1
94699,1
94700,4
94703,1
94705,1
94706,1
94714,2
94754,1
94756,7
94761,1
94775,1
94778,2
94797,1
94860,1
95083,4
95084,1
95099,1
95213,1
95223,12
95276,2
95337,6
95340,1
95395,1
95397,6
95451,1
95453,2
95470,1
95473,1
95477,1
95483,2
95495,2
95510,1
95514,1
95522,1
95546,2
95565,2
95567,1
95632,1
95633,4
95652,4
95654,2
95696,1
95700,1
95706,1
95710,1
95718,1
95735,1
95761,1
95788,1
95797,4
95828,5
95890,3
96003,1
96081,1
96149,1
96197,1
96401,1
96446,51
96506,1
96667,1
96676,1
96679,3
96684,1
96685,1
96689,1
96697,2
96704,1
96711,1
96784,1
96812,2
96840,1
96842,1
96900,1
96904,1
96985,7
97067,2
97077,1
97086,2
97101,4
97195,1
97202,3
97207,1
97220,3
97233,1
97234,5
97236,1
97242,2
97265,1
97266,3
97270,3
97302,1
97327,3
97379,1
97382,4
97397,1
97398,12
97401,5
97440,3
97462,2
97483,3
97569,7
97582,3
97590,1
97601,1
97673,1
97737,1
97760,1
97776,1
97780,1
97789,4
97802,1
97832,1
97870,1
97872,8
97901,1
97909,1
97951,1
97957,1
97962,1
97971,1
97977,1
97986,2
97991,17
98021,1
98026,13
98060,1
98061,1
98062,1
98068,5
98086,1
98089,1
98095,1
98107,2
98289,1
98352,3
98381,1
98383,13
98389,1
98396,1
98402,1
98407,1
98408,16
98507,2
98569,1
98571,1
98605,8
98647,1
98699,2
98706,4
98711,2
98738,4
98739,12
98783,1
98911,2
98915,5
98961,5
98964,13
99055,1
99109,15
99110,19
99507,1
99530,10
99545,1
99606,7
99608,1
99625,1
99635,1
99647,1
99652,5
99663,1
99671,2
99693,2
99694,3
99708,2
99730,1
99732,8
99803,1
99809,1
99811,1
99819,1
99820,1
99822,1
99849,1
99857,1
99871,4
99901,1
99915,1
99951,1
99952,9
100111,1
100136,1
100155,4
100250,15
100321,1
100332,1
100344,15
100378,1
100447,2
100455,3
100466,1
101147,1
101161,5
101170,1
101171,1
101220,3
101234,31
101271,1
101291,1
101307,1
101311,5
101320,1
101406,2
101441,2
101805,3
101857,1
101879,2
101885,1
101912,1
101914,2
101918,1
101922,2
101931,2
101973,1
101978,1
102018,1
102027,4
102044,1
102047,1
102052,1
102058,1
102067,2
102072,1
102089,5
102184,1
102186,5
102304,44
102305,1
102310,1
102325,1
102356,1
102465,4
102697,1
102948,1
103163,1
103203,2
103241,6
103304,1
103328,5
103375,4
103381,1
103403,1
103413,1
103428,1
103431,2
103441,8
103465,1
103476,2
103497,1
103514,3
103515,17
103519,1
103523,1
103542,1
103606,5
103613,1
103628,1
103639,5
103659,6
103660,1
103662,2
103667,1
103669,3
103679,3
103689,2
103705,2
103707,1
103711,1
103714,1
103724,1
103747,1
103753,1
103762,5
103782,21
103783,1
103855,1
103859,1
103860,1
103867,1
103878,1
103889,3
103891,1
103893,1
103904,1
103945,5
103955,5
103965,4
103967,1
103971,1
103975,4
104040,3
104095,1
104104,1
104112,2
104148,8
104164,5
104168,2
104311,2
104366,1
104396,2
104438,7
104444,1
104484,3
104501,9
104508,1
104536,1
104589,16
104596,5
104599,4
104631,10
104663,154
104668,10
104743,1
104973,6
105043,1
105074,1
105211,2
105213,1
105220,1
105236,1
105241,4
105249,11
105253,1
105270,7
105316,1
105373,3
105375,9
105383,2
105447,1
105472,3
105488,1
105492,4
105557,1
105613,5
105637,9
105649,1
105677,2
105690,2
105722,11
105767,18
105776,2
105791,3
105808,20
105827,34
105848,7
105865,2
106046,6
106090,2
106179,5
106209,1
106244,1
106245,5
106250,4
106267,5
106268,2
106273,3
106370,1
106371,1
106372,1
